,cfr Return Against random,Order
5252,-2.0,Second Moving
5253,4.0,Second Moving
5254,-1.0,Second Moving
5255,0.0,Second Moving
5256,0.0,Second Moving
5257,2.0,Second Moving
5258,-3.0,Second Moving
5259,0.0,Second Moving
5260,2.0,Second Moving
5261,4.0,Second Moving
5262,-3.0,Second Moving
5263,-2.0,Second Moving
5264,-1.0,Second Moving
5265,2.0,Second Moving
5266,-4.0,Second Moving
5267,-4.0,Second Moving
5268,-2.0,Second Moving
5269,-4.0,Second Moving
5270,-3.0,Second Moving
5271,0.0,Second Moving
5272,0.0,Second Moving
5273,0.0,Second Moving
5274,-4.0,Second Moving
5275,0.0,Second Moving
5276,-2.0,Second Moving
5277,-2.0,Second Moving
5278,-2.0,Second Moving
5279,-2.0,Second Moving
5280,0.0,Second Moving
5281,-1.0,Second Moving
5282,-4.0,Second Moving
5283,-3.0,Second Moving
5284,-2.0,Second Moving
5285,-1.0,Second Moving
5286,-2.0,Second Moving
5287,0.0,Second Moving
5288,4.0,Second Moving
5289,-1.0,Second Moving
5290,-2.0,Second Moving
5291,-2.0,Second Moving
5292,-2.0,Second Moving
5293,-2.0,Second Moving
5294,-7.0,Second Moving
5295,-7.0,Second Moving
5296,-2.0,Second Moving
5297,-2.0,Second Moving
5298,-2.0,Second Moving
5299,-4.0,Second Moving
5300,-2.0,Second Moving
5301,0.0,Second Moving
5302,0.0,Second Moving
5303,4.0,Second Moving
5304,0.0,Second Moving
5305,-1.0,Second Moving
5306,-2.0,Second Moving
5307,-2.0,Second Moving
5308,-4.0,Second Moving
5309,2.0,Second Moving
5310,-2.0,Second Moving
5311,-3.0,Second Moving
5312,-5.0,Second Moving
5313,-2.0,Second Moving
5314,-2.0,Second Moving
5315,-3.0,Second Moving
5316,-2.0,Second Moving
5317,0.0,Second Moving
5318,-3.0,Second Moving
5319,-1.0,Second Moving
5320,-2.0,Second Moving
5321,-3.0,Second Moving
5322,4.0,Second Moving
5323,-6.0,Second Moving
5324,-4.0,Second Moving
5325,-3.0,Second Moving
5326,2.0,Second Moving
5327,2.0,Second Moving
5328,2.0,Second Moving
5329,-5.0,Second Moving
5330,-4.0,Second Moving
5331,2.0,Second Moving
5332,-1.0,Second Moving
5333,-1.0,Second Moving
5334,-4.0,Second Moving
5335,0.0,Second Moving
5336,-4.0,Second Moving
5337,4.0,Second Moving
5338,0.0,Second Moving
5339,-2.0,Second Moving
5340,-2.0,Second Moving
5341,0.0,Second Moving
5342,-2.0,Second Moving
5343,4.0,Second Moving
5344,-1.0,Second Moving
5345,0.0,Second Moving
5346,-1.0,Second Moving
5347,2.0,Second Moving
5348,-2.0,Second Moving
5349,2.0,Second Moving
5350,4.0,Second Moving
5351,0.0,Second Moving
5352,-5.0,Second Moving
5353,-4.0,Second Moving
5354,0.0,Second Moving
5355,-1.0,Second Moving
5356,-2.0,Second Moving
5357,-6.0,Second Moving
5358,-4.0,Second Moving
5359,2.0,Second Moving
5360,-2.0,Second Moving
5361,0.0,Second Moving
5362,-2.0,Second Moving
5363,-4.0,Second Moving
5364,-7.0,Second Moving
5365,2.0,Second Moving
5366,-4.0,Second Moving
5367,-2.0,Second Moving
5368,2.0,Second Moving
5369,-5.0,Second Moving
5370,-1.0,Second Moving
5371,-2.0,Second Moving
5372,-6.0,Second Moving
5373,-7.0,Second Moving
5374,-2.0,Second Moving
5375,-3.0,Second Moving
5376,0.0,Second Moving
5377,2.0,Second Moving
5378,0.0,Second Moving
5379,-4.0,Second Moving
5380,0.0,Second Moving
5381,-2.0,Second Moving
5382,0.0,Second Moving
5383,-3.0,Second Moving
5384,-2.0,Second Moving
5385,0.0,Second Moving
5386,-3.0,Second Moving
5387,2.0,Second Moving
5388,4.0,Second Moving
5389,-6.0,Second Moving
5390,-4.0,Second Moving
5391,0.0,Second Moving
5392,-5.0,Second Moving
5393,-2.0,Second Moving
5394,2.0,Second Moving
5395,-2.0,Second Moving
5396,-2.0,Second Moving
5397,-1.0,Second Moving
5398,4.0,Second Moving
5399,0.0,Second Moving
5400,-3.0,Second Moving
5401,-4.0,Second Moving
5402,-2.0,Second Moving
5403,-6.0,Second Moving
5404,2.0,Second Moving
5405,-7.0,Second Moving
5406,-3.0,Second Moving
5407,-6.0,Second Moving
5408,4.0,Second Moving
5409,-2.0,Second Moving
5410,2.0,Second Moving
5411,4.0,Second Moving
5412,-3.0,Second Moving
5413,4.0,Second Moving
5414,-1.0,Second Moving
5415,-2.0,Second Moving
5416,-3.0,Second Moving
5417,-2.0,Second Moving
5418,-1.0,Second Moving
5419,-4.0,Second Moving
5420,0.0,Second Moving
5421,0.0,Second Moving
5422,0.0,Second Moving
5423,-2.0,Second Moving
5424,-2.0,Second Moving
5425,-5.0,Second Moving
5426,0.0,Second Moving
5427,0.0,Second Moving
5428,-3.0,Second Moving
5429,4.0,Second Moving
5430,-2.0,Second Moving
5431,-2.0,Second Moving
5432,-2.0,Second Moving
5433,-4.0,Second Moving
5434,0.0,Second Moving
5435,2.0,Second Moving
5436,0.0,Second Moving
5437,4.0,Second Moving
5438,0.0,Second Moving
5439,0.0,Second Moving
5440,0.0,Second Moving
5441,-2.0,Second Moving
5442,-2.0,Second Moving
5443,2.0,Second Moving
5444,-2.0,Second Moving
5445,-6.0,Second Moving
5446,0.0,Second Moving
5447,-1.0,Second Moving
5448,-3.0,Second Moving
5449,-3.0,Second Moving
5450,-2.0,Second Moving
5451,0.0,Second Moving
5452,-2.0,Second Moving
5453,-2.0,Second Moving
5454,-3.0,Second Moving
5455,-3.0,Second Moving
5456,-2.0,Second Moving
5457,-2.0,Second Moving
5458,4.0,Second Moving
5459,0.0,Second Moving
5460,-4.0,Second Moving
5461,0.0,Second Moving
5462,-2.0,Second Moving
5463,-6.0,Second Moving
5464,-2.0,Second Moving
5465,-2.0,Second Moving
5466,0.0,Second Moving
5467,0.0,Second Moving
5468,-1.0,Second Moving
5469,0.0,Second Moving
5470,-2.0,Second Moving
5471,0.0,Second Moving
5472,-4.0,Second Moving
5473,-2.0,Second Moving
5474,-2.0,Second Moving
5475,-2.0,Second Moving
5476,0.0,Second Moving
5477,0.0,Second Moving
5478,0.0,Second Moving
5479,-4.0,Second Moving
5480,-2.0,Second Moving
5481,-4.0,Second Moving
5482,-2.0,Second Moving
5483,0.0,Second Moving
5484,-4.0,Second Moving
5485,-2.0,Second Moving
5486,-1.0,Second Moving
5487,-1.0,Second Moving
5488,0.0,Second Moving
5489,-3.0,Second Moving
5490,0.0,Second Moving
5491,4.0,Second Moving
5492,0.0,Second Moving
5493,0.0,Second Moving
5494,-2.0,Second Moving
5495,0.0,Second Moving
5496,-4.0,Second Moving
5497,-2.0,Second Moving
5498,-2.0,Second Moving
5499,-2.0,Second Moving
5500,-6.0,Second Moving
5501,2.0,Second Moving
5502,0.0,Second Moving
5503,0.0,Second Moving
5504,-3.0,Second Moving
5505,-4.0,Second Moving
5506,-3.0,Second Moving
5507,-2.0,Second Moving
5508,-1.0,Second Moving
5509,-2.0,Second Moving
5510,0.0,Second Moving
5511,2.0,Second Moving
5512,-2.0,Second Moving
5513,-7.0,Second Moving
5514,-2.0,Second Moving
5515,0.0,Second Moving
5516,-3.0,Second Moving
5517,-4.0,Second Moving
5518,-2.0,Second Moving
5519,0.0,Second Moving
5520,0.0,Second Moving
5521,0.0,Second Moving
5522,0.0,Second Moving
5523,-5.0,Second Moving
5524,-1.0,Second Moving
5525,-7.0,Second Moving
5526,-4.0,Second Moving
5527,0.0,Second Moving
5528,-2.0,Second Moving
5529,-2.0,Second Moving
5530,2.0,Second Moving
5531,-4.0,Second Moving
5532,0.0,Second Moving
5533,-4.0,Second Moving
5534,-1.0,Second Moving
5535,-4.0,Second Moving
5536,0.0,Second Moving
5537,0.0,Second Moving
5538,2.0,Second Moving
5539,-5.0,Second Moving
5540,0.0,Second Moving
5541,-2.0,Second Moving
5542,-4.0,Second Moving
5543,-2.0,Second Moving
5544,-2.0,Second Moving
5545,2.0,Second Moving
5546,-7.0,Second Moving
5547,2.0,Second Moving
5548,2.0,Second Moving
5549,-3.0,Second Moving
5550,0.0,Second Moving
5551,-4.0,Second Moving
5552,-1.0,Second Moving
5553,-4.0,Second Moving
5554,-4.0,Second Moving
5555,-2.0,Second Moving
5556,-2.0,Second Moving
5557,0.0,Second Moving
5558,-2.0,Second Moving
5559,-4.0,Second Moving
5560,-1.0,Second Moving
5561,0.0,Second Moving
5562,2.0,Second Moving
5563,0.0,Second Moving
5564,-1.0,Second Moving
5565,2.0,Second Moving
5566,0.0,Second Moving
5567,-2.0,Second Moving
5568,-4.0,Second Moving
5569,-3.0,Second Moving
5570,2.0,Second Moving
5571,-1.0,Second Moving
5572,-4.0,Second Moving
5573,-1.0,Second Moving
5574,-3.0,Second Moving
5575,-2.0,Second Moving
5576,0.0,Second Moving
5577,-3.0,Second Moving
5578,0.0,Second Moving
5579,-2.0,Second Moving
5580,-2.0,Second Moving
5581,-4.0,Second Moving
5582,2.0,Second Moving
5583,-6.0,Second Moving
5584,-4.0,Second Moving
5585,-2.0,Second Moving
5586,4.0,Second Moving
5587,-1.0,Second Moving
5588,4.0,Second Moving
5589,-2.0,Second Moving
5590,-2.0,Second Moving
5591,-1.0,Second Moving
5592,0.0,Second Moving
5593,0.0,Second Moving
5594,-2.0,Second Moving
5595,-4.0,Second Moving
5596,2.0,Second Moving
5597,-2.0,Second Moving
5598,0.0,Second Moving
5599,-1.0,Second Moving
5600,0.0,Second Moving
5601,-2.0,Second Moving
5602,-2.0,Second Moving
5603,-2.0,Second Moving
5604,4.0,Second Moving
5605,-4.0,Second Moving
5606,4.0,Second Moving
5607,4.0,Second Moving
5608,4.0,Second Moving
5609,-4.0,Second Moving
5610,0.0,Second Moving
5611,2.0,Second Moving
5612,-2.0,Second Moving
5613,-2.0,Second Moving
5614,2.0,Second Moving
5615,-4.0,Second Moving
5616,-2.0,Second Moving
5617,0.0,Second Moving
5618,-2.0,Second Moving
5619,-6.0,Second Moving
5620,-2.0,Second Moving
5621,0.0,Second Moving
5622,0.0,Second Moving
5623,-2.0,Second Moving
5624,2.0,Second Moving
5625,-4.0,Second Moving
5626,-1.0,Second Moving
5627,0.0,Second Moving
5628,-3.0,Second Moving
5629,-4.0,Second Moving
5630,0.0,Second Moving
5631,-4.0,Second Moving
5632,-2.0,Second Moving
5633,-2.0,Second Moving
5634,-2.0,Second Moving
5635,-3.0,Second Moving
5636,-2.0,Second Moving
5637,-4.0,Second Moving
5638,-6.0,Second Moving
5639,-4.0,Second Moving
5640,-7.0,Second Moving
5641,2.0,Second Moving
5642,-4.0,Second Moving
5643,-2.0,Second Moving
5644,0.0,Second Moving
5645,2.0,Second Moving
5646,2.0,Second Moving
5647,-2.0,Second Moving
5648,-1.0,Second Moving
5649,0.0,Second Moving
5650,0.0,Second Moving
5651,2.0,Second Moving
5652,0.0,Second Moving
5653,4.0,Second Moving
5654,-1.0,Second Moving
5655,-3.0,Second Moving
5656,-7.0,Second Moving
5657,-2.0,Second Moving
5658,2.0,Second Moving
5659,0.0,Second Moving
5660,-3.0,Second Moving
5661,-2.0,Second Moving
5662,-2.0,Second Moving
5663,-2.0,Second Moving
5664,-2.0,Second Moving
5665,-4.0,Second Moving
5666,-1.0,Second Moving
5667,-4.0,Second Moving
5668,-2.0,Second Moving
5669,2.0,Second Moving
5670,-2.0,Second Moving
5671,-2.0,Second Moving
5672,4.0,Second Moving
5673,-4.0,Second Moving
5674,0.0,Second Moving
5675,-4.0,Second Moving
5676,2.0,Second Moving
5677,-4.0,Second Moving
5678,-2.0,Second Moving
5679,-4.0,Second Moving
5680,-2.0,Second Moving
5681,0.0,Second Moving
5682,-1.0,Second Moving
5683,-4.0,Second Moving
5684,0.0,Second Moving
5685,0.0,Second Moving
5686,-7.0,Second Moving
5687,-1.0,Second Moving
5688,4.0,Second Moving
5689,0.0,Second Moving
5690,0.0,Second Moving
5691,-1.0,Second Moving
5692,-1.0,Second Moving
5693,-4.0,Second Moving
5694,-2.0,Second Moving
5695,-4.0,Second Moving
5696,2.0,Second Moving
5697,-4.0,Second Moving
5698,-2.0,Second Moving
5699,4.0,Second Moving
5700,2.0,Second Moving
5701,-3.0,Second Moving
5702,-4.0,Second Moving
5703,-7.0,Second Moving
5704,-4.0,Second Moving
5705,-6.0,Second Moving
5706,-3.0,Second Moving
5707,-4.0,Second Moving
5708,-2.0,Second Moving
5709,0.0,Second Moving
5710,0.0,Second Moving
5711,-6.0,Second Moving
5712,-4.0,Second Moving
5713,-5.0,Second Moving
5714,0.0,Second Moving
5715,-3.0,Second Moving
5716,-4.0,Second Moving
5717,4.0,Second Moving
5718,-4.0,Second Moving
5719,-6.0,Second Moving
5720,2.0,Second Moving
5721,-2.0,Second Moving
5722,-1.0,Second Moving
5723,-4.0,Second Moving
5724,0.0,Second Moving
5725,-1.0,Second Moving
5726,-4.0,Second Moving
5727,0.0,Second Moving
5728,-2.0,Second Moving
5729,4.0,Second Moving
5730,0.0,Second Moving
5731,0.0,Second Moving
5732,-3.0,Second Moving
5733,-6.0,Second Moving
5734,0.0,Second Moving
5735,-2.0,Second Moving
5736,0.0,Second Moving
5737,-2.0,Second Moving
5738,-3.0,Second Moving
5739,4.0,Second Moving
5740,-2.0,Second Moving
5741,2.0,Second Moving
5742,-4.0,Second Moving
5743,-4.0,Second Moving
5744,-3.0,Second Moving
5745,-2.0,Second Moving
5746,0.0,Second Moving
5747,-4.0,Second Moving
5748,-1.0,Second Moving
5749,2.0,Second Moving
5750,-2.0,Second Moving
5751,-4.0,Second Moving
5752,-2.0,Second Moving
5753,4.0,Second Moving
5754,-3.0,Second Moving
5755,0.0,Second Moving
5756,-3.0,Second Moving
5757,0.0,Second Moving
5758,-2.0,Second Moving
5759,-4.0,Second Moving
5760,-4.0,Second Moving
5761,-5.0,Second Moving
5762,4.0,Second Moving
5763,0.0,Second Moving
5764,0.0,Second Moving
5765,-4.0,Second Moving
5766,-4.0,Second Moving
5767,-4.0,Second Moving
5768,-2.0,Second Moving
5769,4.0,Second Moving
5770,-6.0,Second Moving
5771,2.0,Second Moving
5772,-4.0,Second Moving
5773,-2.0,Second Moving
5774,-4.0,Second Moving
5775,-1.0,Second Moving
5776,-2.0,Second Moving
5777,-4.0,Second Moving
5778,0.0,Second Moving
5779,2.0,Second Moving
5780,-4.0,Second Moving
5781,-1.0,Second Moving
5782,-7.0,Second Moving
5783,-6.0,Second Moving
5784,-2.0,Second Moving
5785,0.0,Second Moving
5786,2.0,Second Moving
5787,-2.0,Second Moving
5788,-1.0,Second Moving
5789,0.0,Second Moving
5790,-2.0,Second Moving
5791,-4.0,Second Moving
5792,-7.0,Second Moving
5793,-4.0,Second Moving
5794,-2.0,Second Moving
5795,0.0,Second Moving
5796,-2.0,Second Moving
5797,-2.0,Second Moving
5798,0.0,Second Moving
5799,-2.0,Second Moving
5800,0.0,Second Moving
5801,0.0,Second Moving
5802,0.0,Second Moving
5803,-2.0,Second Moving
5804,0.0,Second Moving
5805,0.0,Second Moving
5806,-7.0,Second Moving
5807,-2.0,Second Moving
5808,0.0,Second Moving
5809,-2.0,Second Moving
5810,-7.0,Second Moving
5811,-3.0,Second Moving
5812,-6.0,Second Moving
5813,-2.0,Second Moving
5814,-1.0,Second Moving
5815,-1.0,Second Moving
5816,-1.0,Second Moving
5817,-1.0,Second Moving
5818,-2.0,Second Moving
5819,0.0,Second Moving
5820,-2.0,Second Moving
5821,2.0,Second Moving
5822,-2.0,Second Moving
5823,-4.0,Second Moving
5824,2.0,Second Moving
5825,0.0,Second Moving
5826,0.0,Second Moving
5827,2.0,Second Moving
5828,0.0,Second Moving
5829,0.0,Second Moving
5830,0.0,Second Moving
5831,0.0,Second Moving
5832,0.0,Second Moving
5833,0.0,Second Moving
5834,0.0,Second Moving
5835,-4.0,Second Moving
5836,0.0,Second Moving
5837,-2.0,Second Moving
5838,0.0,Second Moving
5839,0.0,Second Moving
5840,-2.0,Second Moving
5841,-2.0,Second Moving
5842,0.0,Second Moving
5843,-2.0,Second Moving
5844,0.0,Second Moving
5845,-6.0,Second Moving
5846,-4.0,Second Moving
5847,-4.0,Second Moving
5848,-2.0,Second Moving
5849,0.0,Second Moving
5850,-2.0,Second Moving
5851,-4.0,Second Moving
5852,-3.0,Second Moving
5853,0.0,Second Moving
5854,0.0,Second Moving
5855,-2.0,Second Moving
5856,0.0,Second Moving
5857,-2.0,Second Moving
5858,-2.0,Second Moving
5859,-2.0,Second Moving
5860,0.0,Second Moving
5861,-2.0,Second Moving
5862,-2.0,Second Moving
5863,0.0,Second Moving
5864,-2.0,Second Moving
5865,-4.0,Second Moving
5866,-4.0,Second Moving
5867,-4.0,Second Moving
5868,-4.0,Second Moving
5869,4.0,Second Moving
5870,0.0,Second Moving
5871,4.0,Second Moving
5872,0.0,Second Moving
5873,4.0,Second Moving
5874,-2.0,Second Moving
5875,0.0,Second Moving
5876,-6.0,Second Moving
5877,-2.0,Second Moving
5878,4.0,Second Moving
5879,-2.0,Second Moving
5880,-2.0,Second Moving
5881,-2.0,Second Moving
5882,-2.0,Second Moving
5883,-2.0,Second Moving
5884,-2.0,Second Moving
5885,-5.0,Second Moving
5886,-4.0,Second Moving
5887,2.0,Second Moving
5888,-2.0,Second Moving
5889,-7.0,Second Moving
5890,0.0,Second Moving
5891,0.0,Second Moving
5892,-2.0,Second Moving
5893,0.0,Second Moving
5894,0.0,Second Moving
5895,4.0,Second Moving
5896,-7.0,Second Moving
5897,4.0,Second Moving
5898,-2.0,Second Moving
5899,0.0,Second Moving
5900,-1.0,Second Moving
5901,-2.0,Second Moving
5902,0.0,Second Moving
5903,-1.0,Second Moving
5904,0.0,Second Moving
5905,-2.0,Second Moving
5906,-2.0,Second Moving
5907,0.0,Second Moving
5908,0.0,Second Moving
5909,-5.0,Second Moving
5910,0.0,Second Moving
5911,0.0,Second Moving
5912,0.0,Second Moving
5913,4.0,Second Moving
5914,-1.0,Second Moving
5915,0.0,Second Moving
5916,0.0,Second Moving
5917,0.0,Second Moving
5918,-2.0,Second Moving
5919,0.0,Second Moving
5920,0.0,Second Moving
5921,4.0,Second Moving
5922,2.0,Second Moving
5923,-2.0,Second Moving
5924,0.0,Second Moving
5925,-2.0,Second Moving
5926,-7.0,Second Moving
5927,-4.0,Second Moving
5928,0.0,Second Moving
5929,-4.0,Second Moving
5930,-2.0,Second Moving
5931,0.0,Second Moving
5932,-2.0,Second Moving
5933,0.0,Second Moving
5934,0.0,Second Moving
5935,-3.0,Second Moving
5936,-1.0,Second Moving
5937,-2.0,Second Moving
5938,0.0,Second Moving
5939,0.0,Second Moving
5940,-6.0,Second Moving
5941,0.0,Second Moving
5942,2.0,Second Moving
5943,-2.0,Second Moving
5944,-7.0,Second Moving
5945,2.0,Second Moving
5946,-4.0,Second Moving
5947,0.0,Second Moving
5948,0.0,Second Moving
5949,-6.0,Second Moving
5950,-2.0,Second Moving
5951,-2.0,Second Moving
5952,0.0,Second Moving
5953,0.0,Second Moving
5954,-4.0,Second Moving
5955,0.0,Second Moving
5956,0.0,Second Moving
5957,-4.0,Second Moving
5958,-2.0,Second Moving
5959,0.0,Second Moving
5960,-2.0,Second Moving
5961,-4.0,Second Moving
5962,-6.0,Second Moving
5963,0.0,Second Moving
5964,-2.0,Second Moving
5965,0.0,Second Moving
5966,0.0,Second Moving
5967,-2.0,Second Moving
5968,-4.0,Second Moving
5969,4.0,Second Moving
5970,-2.0,Second Moving
5971,-2.0,Second Moving
5972,-2.0,Second Moving
5973,0.0,Second Moving
5974,-4.0,Second Moving
5975,0.0,Second Moving
5976,-4.0,Second Moving
5977,-2.0,Second Moving
5978,-1.0,Second Moving
5979,-3.0,Second Moving
5980,-4.0,Second Moving
5981,-1.0,Second Moving
5982,2.0,Second Moving
5983,-6.0,Second Moving
5984,-6.0,Second Moving
5985,-2.0,Second Moving
5986,-2.0,Second Moving
5987,-7.0,Second Moving
5988,-2.0,Second Moving
5989,-3.0,Second Moving
5990,-2.0,Second Moving
5991,-1.0,Second Moving
5992,-4.0,Second Moving
5993,0.0,Second Moving
5994,0.0,Second Moving
5995,-5.0,Second Moving
5996,-6.0,Second Moving
5997,2.0,Second Moving
5998,-4.0,Second Moving
5999,-2.0,Second Moving
6000,0.0,First Moving
6001,1.0,First Moving
6002,0.0,First Moving
6003,2.0,First Moving
6004,-2.0,First Moving
6005,5.0,First Moving
6006,0.0,First Moving
6007,3.0,First Moving
6008,3.0,First Moving
6009,2.0,First Moving
6010,1.0,First Moving
6011,7.0,First Moving
6012,0.0,First Moving
6013,4.0,First Moving
6014,3.0,First Moving
6015,3.0,First Moving
6016,4.0,First Moving
6017,3.0,First Moving
6018,2.0,First Moving
6019,4.0,First Moving
6020,0.0,First Moving
6021,4.0,First Moving
6022,2.0,First Moving
6023,4.0,First Moving
6024,2.0,First Moving
6025,0.0,First Moving
6026,2.0,First Moving
6027,5.0,First Moving
6028,0.0,First Moving
6029,4.0,First Moving
6030,1.0,First Moving
6031,3.0,First Moving
6032,3.0,First Moving
6033,2.0,First Moving
6034,0.0,First Moving
6035,4.0,First Moving
6036,0.0,First Moving
6037,-2.0,First Moving
6038,4.0,First Moving
6039,4.0,First Moving
6040,2.0,First Moving
6041,0.0,First Moving
6042,0.0,First Moving
6043,0.0,First Moving
6044,4.0,First Moving
6045,3.0,First Moving
6046,0.0,First Moving
6047,-2.0,First Moving
6048,2.0,First Moving
6049,4.0,First Moving
6050,1.0,First Moving
6051,2.0,First Moving
6052,0.0,First Moving
6053,0.0,First Moving
6054,3.0,First Moving
6055,5.0,First Moving
6056,2.0,First Moving
6057,4.0,First Moving
6058,3.0,First Moving
6059,0.0,First Moving
6060,4.0,First Moving
6061,4.0,First Moving
6062,-2.0,First Moving
6063,0.0,First Moving
6064,0.0,First Moving
6065,2.0,First Moving
6066,4.0,First Moving
6067,2.0,First Moving
6068,4.0,First Moving
6069,1.0,First Moving
6070,0.0,First Moving
6071,2.0,First Moving
6072,0.0,First Moving
6073,2.0,First Moving
6074,4.0,First Moving
6075,0.0,First Moving
6076,-2.0,First Moving
6077,-2.0,First Moving
6078,4.0,First Moving
6079,2.0,First Moving
6080,4.0,First Moving
6081,1.0,First Moving
6082,-2.0,First Moving
6083,0.0,First Moving
6084,6.0,First Moving
6085,0.0,First Moving
6086,4.0,First Moving
6087,2.0,First Moving
6088,3.0,First Moving
6089,0.0,First Moving
6090,0.0,First Moving
6091,3.0,First Moving
6092,2.0,First Moving
6093,4.0,First Moving
6094,3.0,First Moving
6095,0.0,First Moving
6096,4.0,First Moving
6097,4.0,First Moving
6098,3.0,First Moving
6099,0.0,First Moving
6100,1.0,First Moving
6101,1.0,First Moving
6102,4.0,First Moving
6103,4.0,First Moving
6104,2.0,First Moving
6105,6.0,First Moving
6106,6.0,First Moving
6107,4.0,First Moving
6108,6.0,First Moving
6109,1.0,First Moving
6110,0.0,First Moving
6111,2.0,First Moving
6112,1.0,First Moving
6113,4.0,First Moving
6114,0.0,First Moving
6115,2.0,First Moving
6116,6.0,First Moving
6117,4.0,First Moving
6118,1.0,First Moving
6119,4.0,First Moving
6120,4.0,First Moving
6121,0.0,First Moving
6122,3.0,First Moving
6123,4.0,First Moving
6124,2.0,First Moving
6125,6.0,First Moving
6126,3.0,First Moving
6127,4.0,First Moving
6128,2.0,First Moving
6129,2.0,First Moving
6130,2.0,First Moving
6131,7.0,First Moving
6132,0.0,First Moving
6133,5.0,First Moving
6134,1.0,First Moving
6135,0.0,First Moving
6136,4.0,First Moving
6137,0.0,First Moving
6138,3.0,First Moving
6139,3.0,First Moving
6140,4.0,First Moving
6141,0.0,First Moving
6142,2.0,First Moving
6143,2.0,First Moving
6144,2.0,First Moving
6145,0.0,First Moving
6146,6.0,First Moving
6147,6.0,First Moving
6148,-2.0,First Moving
6149,2.0,First Moving
6150,4.0,First Moving
6151,6.0,First Moving
6152,0.0,First Moving
6153,1.0,First Moving
6154,2.0,First Moving
6155,2.0,First Moving
6156,4.0,First Moving
6157,2.0,First Moving
6158,5.0,First Moving
6159,2.0,First Moving
6160,0.0,First Moving
6161,2.0,First Moving
6162,3.0,First Moving
6163,1.0,First Moving
6164,3.0,First Moving
6165,0.0,First Moving
6166,4.0,First Moving
6167,2.0,First Moving
6168,4.0,First Moving
6169,0.0,First Moving
6170,2.0,First Moving
6171,2.0,First Moving
6172,4.0,First Moving
6173,0.0,First Moving
6174,0.0,First Moving
6175,0.0,First Moving
6176,1.0,First Moving
6177,1.0,First Moving
6178,0.0,First Moving
6179,2.0,First Moving
6180,0.0,First Moving
6181,0.0,First Moving
6182,3.0,First Moving
6183,2.0,First Moving
6184,2.0,First Moving
6185,1.0,First Moving
6186,0.0,First Moving
6187,2.0,First Moving
6188,4.0,First Moving
6189,3.0,First Moving
6190,3.0,First Moving
6191,1.0,First Moving
6192,1.0,First Moving
6193,2.0,First Moving
6194,2.0,First Moving
6195,0.0,First Moving
6196,2.0,First Moving
6197,2.0,First Moving
6198,6.0,First Moving
6199,3.0,First Moving
6200,6.0,First Moving
6201,2.0,First Moving
6202,2.0,First Moving
6203,0.0,First Moving
6204,6.0,First Moving
6205,4.0,First Moving
6206,-2.0,First Moving
6207,4.0,First Moving
6208,4.0,First Moving
6209,0.0,First Moving
6210,1.0,First Moving
6211,4.0,First Moving
6212,0.0,First Moving
6213,0.0,First Moving
6214,4.0,First Moving
6215,1.0,First Moving
6216,4.0,First Moving
6217,1.0,First Moving
6218,-2.0,First Moving
6219,6.0,First Moving
6220,3.0,First Moving
6221,4.0,First Moving
6222,0.0,First Moving
6223,1.0,First Moving
6224,0.0,First Moving
6225,2.0,First Moving
6226,0.0,First Moving
6227,1.0,First Moving
6228,-2.0,First Moving
6229,3.0,First Moving
6230,-2.0,First Moving
6231,4.0,First Moving
6232,2.0,First Moving
6233,4.0,First Moving
6234,2.0,First Moving
6235,2.0,First Moving
6236,2.0,First Moving
6237,0.0,First Moving
6238,2.0,First Moving
6239,4.0,First Moving
6240,6.0,First Moving
6241,2.0,First Moving
6242,2.0,First Moving
6243,4.0,First Moving
6244,2.0,First Moving
6245,6.0,First Moving
6246,3.0,First Moving
6247,5.0,First Moving
6248,1.0,First Moving
6249,2.0,First Moving
6250,4.0,First Moving
6251,7.0,First Moving
6252,4.0,First Moving
6253,3.0,First Moving
6254,1.0,First Moving
6255,3.0,First Moving
6256,1.0,First Moving
6257,0.0,First Moving
6258,0.0,First Moving
6259,0.0,First Moving
6260,3.0,First Moving
6261,3.0,First Moving
6262,2.0,First Moving
6263,5.0,First Moving
6264,6.0,First Moving
6265,0.0,First Moving
6266,3.0,First Moving
6267,2.0,First Moving
6268,1.0,First Moving
6269,0.0,First Moving
6270,0.0,First Moving
6271,2.0,First Moving
6272,4.0,First Moving
6273,4.0,First Moving
6274,0.0,First Moving
6275,2.0,First Moving
6276,2.0,First Moving
6277,2.0,First Moving
6278,2.0,First Moving
6279,4.0,First Moving
6280,4.0,First Moving
6281,0.0,First Moving
6282,2.0,First Moving
6283,4.0,First Moving
6284,2.0,First Moving
6285,-2.0,First Moving
6286,2.0,First Moving
6287,4.0,First Moving
6288,7.0,First Moving
6289,1.0,First Moving
6290,0.0,First Moving
6291,2.0,First Moving
6292,2.0,First Moving
6293,0.0,First Moving
6294,6.0,First Moving
6295,0.0,First Moving
6296,2.0,First Moving
6297,2.0,First Moving
6298,1.0,First Moving
6299,5.0,First Moving
6300,-2.0,First Moving
6301,3.0,First Moving
6302,0.0,First Moving
6303,-2.0,First Moving
6304,4.0,First Moving
6305,2.0,First Moving
6306,6.0,First Moving
6307,0.0,First Moving
6308,4.0,First Moving
6309,1.0,First Moving
6310,4.0,First Moving
6311,2.0,First Moving
6312,4.0,First Moving
6313,2.0,First Moving
6314,4.0,First Moving
