,cfrplus Return Against random,Order
8885,0.0,First Moving
8886,3.0,First Moving
8887,4.0,First Moving
8888,-2.0,First Moving
8889,1.0,First Moving
8890,0.0,First Moving
8891,2.0,First Moving
8892,6.0,First Moving
8893,3.0,First Moving
8894,2.0,First Moving
8895,4.0,First Moving
8896,1.0,First Moving
8897,0.0,First Moving
8898,2.0,First Moving
8899,2.0,First Moving
8900,2.0,First Moving
8901,7.0,First Moving
8902,2.0,First Moving
8903,4.0,First Moving
8904,2.0,First Moving
8905,2.0,First Moving
8906,2.0,First Moving
8907,0.0,First Moving
8908,6.0,First Moving
8909,4.0,First Moving
8910,3.0,First Moving
8911,6.0,First Moving
8912,2.0,First Moving
8913,3.0,First Moving
8914,2.0,First Moving
8915,7.0,First Moving
8916,0.0,First Moving
8917,0.0,First Moving
8918,7.0,First Moving
8919,4.0,First Moving
8920,6.0,First Moving
8921,2.0,First Moving
8922,4.0,First Moving
8923,2.0,First Moving
8924,4.0,First Moving
8925,2.0,First Moving
8926,0.0,First Moving
8927,0.0,First Moving
8928,0.0,First Moving
8929,1.0,First Moving
8930,4.0,First Moving
8931,1.0,First Moving
8932,2.0,First Moving
8933,1.0,First Moving
8934,0.0,First Moving
8935,5.0,First Moving
8936,4.0,First Moving
8937,2.0,First Moving
8938,4.0,First Moving
8939,0.0,First Moving
8940,3.0,First Moving
8941,2.0,First Moving
8942,6.0,First Moving
8943,1.0,First Moving
8944,2.0,First Moving
8945,-2.0,First Moving
8946,2.0,First Moving
8947,0.0,First Moving
8948,2.0,First Moving
8949,4.0,First Moving
8950,0.0,First Moving
8951,0.0,First Moving
8952,5.0,First Moving
8953,2.0,First Moving
8954,4.0,First Moving
8955,-2.0,First Moving
8956,3.0,First Moving
8957,4.0,First Moving
8958,2.0,First Moving
8959,2.0,First Moving
8960,0.0,First Moving
8961,3.0,First Moving
8962,1.0,First Moving
8963,1.0,First Moving
8964,1.0,First Moving
8965,6.0,First Moving
8966,2.0,First Moving
8967,0.0,First Moving
8968,2.0,First Moving
8969,4.0,First Moving
8970,4.0,First Moving
8971,4.0,First Moving
8972,2.0,First Moving
8973,2.0,First Moving
8974,1.0,First Moving
8975,6.0,First Moving
8976,4.0,First Moving
8977,2.0,First Moving
8978,-2.0,First Moving
8979,4.0,First Moving
8980,4.0,First Moving
8981,4.0,First Moving
8982,2.0,First Moving
8983,3.0,First Moving
8984,0.0,First Moving
8985,0.0,First Moving
8986,3.0,First Moving
8987,-2.0,First Moving
8988,3.0,First Moving
8989,4.0,First Moving
8990,6.0,First Moving
8991,6.0,First Moving
8992,4.0,First Moving
8993,0.0,First Moving
8994,1.0,First Moving
8995,2.0,First Moving
8996,5.0,First Moving
8997,-2.0,First Moving
8998,1.0,First Moving
8999,-2.0,First Moving
9000,-1.0,Second Moving
9001,0.0,Second Moving
9002,-4.0,Second Moving
9003,-1.0,Second Moving
9004,0.0,Second Moving
9005,-3.0,Second Moving
9006,2.0,Second Moving
9007,2.0,Second Moving
9008,-2.0,Second Moving
9009,-1.0,Second Moving
9010,0.0,Second Moving
9011,-2.0,Second Moving
9012,2.0,Second Moving
9013,0.0,Second Moving
9014,-3.0,Second Moving
9015,-6.0,Second Moving
9016,-6.0,Second Moving
9017,-2.0,Second Moving
9018,-5.0,Second Moving
9019,4.0,Second Moving
9020,-2.0,Second Moving
9021,2.0,Second Moving
9022,-1.0,Second Moving
9023,2.0,Second Moving
9024,-6.0,Second Moving
9025,4.0,Second Moving
9026,-6.0,Second Moving
9027,0.0,Second Moving
9028,-2.0,Second Moving
9029,0.0,Second Moving
9030,-2.0,Second Moving
9031,0.0,Second Moving
9032,4.0,Second Moving
9033,0.0,Second Moving
9034,-4.0,Second Moving
9035,2.0,Second Moving
9036,2.0,Second Moving
9037,-3.0,Second Moving
9038,0.0,Second Moving
9039,-4.0,Second Moving
9040,-4.0,Second Moving
9041,-2.0,Second Moving
9042,-7.0,Second Moving
9043,-2.0,Second Moving
9044,0.0,Second Moving
9045,-1.0,Second Moving
9046,0.0,Second Moving
9047,0.0,Second Moving
9048,-3.0,Second Moving
9049,0.0,Second Moving
9050,-4.0,Second Moving
9051,-2.0,Second Moving
9052,2.0,Second Moving
9053,-4.0,Second Moving
9054,0.0,Second Moving
9055,2.0,Second Moving
9056,4.0,Second Moving
9057,-2.0,Second Moving
9058,-2.0,Second Moving
9059,-2.0,Second Moving
9060,2.0,Second Moving
9061,0.0,Second Moving
9062,0.0,Second Moving
9063,-4.0,Second Moving
9064,-3.0,Second Moving
9065,0.0,Second Moving
9066,-6.0,Second Moving
9067,-2.0,Second Moving
9068,-4.0,Second Moving
9069,-3.0,Second Moving
9070,2.0,Second Moving
9071,-1.0,Second Moving
9072,-2.0,Second Moving
9073,-3.0,Second Moving
9074,0.0,Second Moving
9075,0.0,Second Moving
9076,-2.0,Second Moving
9077,0.0,Second Moving
9078,-4.0,Second Moving
9079,0.0,Second Moving
9080,-2.0,Second Moving
9081,-3.0,Second Moving
9082,-3.0,Second Moving
9083,-2.0,Second Moving
9084,-4.0,Second Moving
9085,2.0,Second Moving
9086,4.0,Second Moving
9087,0.0,Second Moving
9088,0.0,Second Moving
9089,0.0,Second Moving
9090,-2.0,Second Moving
9091,0.0,Second Moving
9092,4.0,Second Moving
9093,2.0,Second Moving
9094,-3.0,Second Moving
9095,-2.0,Second Moving
9096,0.0,Second Moving
9097,-3.0,Second Moving
9098,-5.0,Second Moving
9099,-4.0,Second Moving
9100,-2.0,Second Moving
9101,-2.0,Second Moving
9102,-1.0,Second Moving
9103,-1.0,Second Moving
9104,0.0,Second Moving
9105,4.0,Second Moving
9106,-6.0,Second Moving
9107,-2.0,Second Moving
9108,4.0,Second Moving
9109,-2.0,Second Moving
9110,-4.0,Second Moving
9111,0.0,Second Moving
9112,-2.0,Second Moving
9113,-2.0,Second Moving
9114,-2.0,Second Moving
9115,-4.0,Second Moving
9116,0.0,Second Moving
9117,-4.0,Second Moving
9118,-4.0,Second Moving
9119,4.0,Second Moving
9120,2.0,Second Moving
9121,0.0,Second Moving
9122,0.0,Second Moving
9123,0.0,Second Moving
9124,-3.0,Second Moving
9125,0.0,Second Moving
9126,-1.0,Second Moving
9127,0.0,Second Moving
9128,0.0,Second Moving
9129,-2.0,Second Moving
9130,0.0,Second Moving
9131,2.0,Second Moving
9132,0.0,Second Moving
9133,4.0,Second Moving
9134,-2.0,Second Moving
9135,-2.0,Second Moving
9136,2.0,Second Moving
9137,-1.0,Second Moving
9138,2.0,Second Moving
9139,-4.0,Second Moving
9140,-4.0,Second Moving
9141,-1.0,Second Moving
9142,-2.0,Second Moving
9143,2.0,Second Moving
9144,-4.0,Second Moving
9145,-2.0,Second Moving
9146,-2.0,Second Moving
9147,0.0,Second Moving
9148,0.0,Second Moving
9149,-2.0,Second Moving
9150,-3.0,Second Moving
9151,0.0,Second Moving
9152,-4.0,Second Moving
9153,-2.0,Second Moving
9154,-2.0,Second Moving
9155,0.0,Second Moving
9156,-4.0,Second Moving
9157,-6.0,Second Moving
9158,-5.0,Second Moving
9159,2.0,Second Moving
9160,-1.0,Second Moving
9161,-2.0,Second Moving
9162,-2.0,Second Moving
9163,0.0,Second Moving
9164,4.0,Second Moving
9165,-6.0,Second Moving
9166,0.0,Second Moving
9167,0.0,Second Moving
9168,-2.0,Second Moving
9169,0.0,Second Moving
9170,0.0,Second Moving
9171,2.0,Second Moving
9172,-2.0,Second Moving
9173,0.0,Second Moving
9174,-4.0,Second Moving
9175,-3.0,Second Moving
9176,-4.0,Second Moving
9177,0.0,Second Moving
9178,0.0,Second Moving
9179,-2.0,Second Moving
9180,-2.0,Second Moving
9181,2.0,Second Moving
9182,-3.0,Second Moving
9183,-2.0,Second Moving
9184,0.0,Second Moving
9185,-4.0,Second Moving
9186,-2.0,Second Moving
9187,0.0,Second Moving
9188,-3.0,Second Moving
9189,-1.0,Second Moving
9190,-2.0,Second Moving
9191,-1.0,Second Moving
9192,0.0,Second Moving
9193,-3.0,Second Moving
9194,-3.0,Second Moving
9195,-2.0,Second Moving
9196,-4.0,Second Moving
9197,-2.0,Second Moving
9198,0.0,Second Moving
9199,-2.0,Second Moving
9200,-2.0,Second Moving
9201,0.0,Second Moving
9202,-3.0,Second Moving
9203,-2.0,Second Moving
9204,4.0,Second Moving
9205,-6.0,Second Moving
9206,-4.0,Second Moving
9207,-2.0,Second Moving
9208,0.0,Second Moving
9209,-4.0,Second Moving
9210,4.0,Second Moving
9211,0.0,Second Moving
9212,2.0,Second Moving
9213,-2.0,Second Moving
9214,-2.0,Second Moving
9215,-1.0,Second Moving
9216,-1.0,Second Moving
9217,-1.0,Second Moving
9218,-2.0,Second Moving
9219,-3.0,Second Moving
9220,-5.0,Second Moving
9221,-6.0,Second Moving
9222,0.0,Second Moving
9223,-2.0,Second Moving
9224,-6.0,Second Moving
9225,0.0,Second Moving
9226,-1.0,Second Moving
9227,0.0,Second Moving
9228,-1.0,Second Moving
9229,0.0,Second Moving
9230,-4.0,Second Moving
9231,-2.0,Second Moving
9232,0.0,Second Moving
9233,0.0,Second Moving
9234,-3.0,Second Moving
9235,-2.0,Second Moving
9236,-2.0,Second Moving
9237,0.0,Second Moving
9238,0.0,Second Moving
9239,0.0,Second Moving
9240,0.0,Second Moving
9241,-4.0,Second Moving
9242,-2.0,Second Moving
9243,-4.0,Second Moving
9244,-2.0,Second Moving
9245,-3.0,Second Moving
9246,4.0,Second Moving
9247,0.0,Second Moving
9248,-3.0,Second Moving
9249,0.0,Second Moving
9250,2.0,Second Moving
9251,-4.0,Second Moving
9252,4.0,Second Moving
9253,4.0,Second Moving
9254,-2.0,Second Moving
9255,0.0,Second Moving
9256,0.0,Second Moving
9257,0.0,Second Moving
9258,0.0,Second Moving
9259,-4.0,Second Moving
9260,-4.0,Second Moving
9261,4.0,Second Moving
9262,-2.0,Second Moving
9263,-4.0,Second Moving
9264,4.0,Second Moving
9265,-2.0,Second Moving
9266,-2.0,Second Moving
9267,-4.0,Second Moving
9268,-4.0,Second Moving
9269,0.0,Second Moving
9270,-4.0,Second Moving
9271,0.0,Second Moving
9272,-7.0,Second Moving
9273,-4.0,Second Moving
9274,4.0,Second Moving
9275,-1.0,Second Moving
9276,0.0,Second Moving
9277,-4.0,Second Moving
9278,0.0,Second Moving
9279,0.0,Second Moving
9280,-4.0,Second Moving
9281,0.0,Second Moving
9282,-4.0,Second Moving
9283,2.0,Second Moving
9284,4.0,Second Moving
9285,0.0,Second Moving
9286,-3.0,Second Moving
9287,4.0,Second Moving
9288,-2.0,Second Moving
9289,-1.0,Second Moving
9290,-1.0,Second Moving
9291,2.0,Second Moving
9292,-4.0,Second Moving
9293,-4.0,Second Moving
9294,-4.0,Second Moving
9295,-3.0,Second Moving
9296,2.0,Second Moving
9297,0.0,Second Moving
9298,0.0,Second Moving
9299,-4.0,Second Moving
9300,-4.0,Second Moving
9301,0.0,Second Moving
9302,-2.0,Second Moving
9303,-4.0,Second Moving
9304,-2.0,Second Moving
9305,2.0,Second Moving
9306,-7.0,Second Moving
9307,0.0,Second Moving
9308,-3.0,Second Moving
9309,-2.0,Second Moving
9310,2.0,Second Moving
9311,-4.0,Second Moving
9312,-4.0,Second Moving
9313,-1.0,Second Moving
9314,0.0,Second Moving
9315,4.0,Second Moving
9316,2.0,Second Moving
9317,-4.0,Second Moving
9318,2.0,Second Moving
9319,-2.0,Second Moving
9320,0.0,Second Moving
9321,-2.0,Second Moving
9322,0.0,Second Moving
9323,2.0,Second Moving
9324,0.0,Second Moving
9325,0.0,Second Moving
9326,-2.0,Second Moving
9327,-6.0,Second Moving
9328,-4.0,Second Moving
9329,2.0,Second Moving
9330,4.0,Second Moving
9331,-1.0,Second Moving
9332,-2.0,Second Moving
9333,0.0,Second Moving
9334,0.0,Second Moving
9335,4.0,Second Moving
9336,-4.0,Second Moving
9337,-4.0,Second Moving
9338,-3.0,Second Moving
9339,-1.0,Second Moving
9340,-4.0,Second Moving
9341,-7.0,Second Moving
9342,-1.0,Second Moving
9343,-4.0,Second Moving
9344,2.0,Second Moving
9345,-4.0,Second Moving
9346,-7.0,Second Moving
9347,-1.0,Second Moving
9348,-2.0,Second Moving
9349,4.0,Second Moving
9350,4.0,Second Moving
9351,-2.0,Second Moving
9352,2.0,Second Moving
9353,-2.0,Second Moving
9354,2.0,Second Moving
9355,-2.0,Second Moving
9356,-3.0,Second Moving
9357,0.0,Second Moving
9358,-5.0,Second Moving
9359,2.0,Second Moving
9360,0.0,Second Moving
9361,-2.0,Second Moving
9362,0.0,Second Moving
9363,-1.0,Second Moving
9364,0.0,Second Moving
9365,-6.0,Second Moving
9366,-3.0,Second Moving
9367,-3.0,Second Moving
9368,2.0,Second Moving
9369,2.0,Second Moving
9370,-4.0,Second Moving
9371,0.0,Second Moving
9372,-2.0,Second Moving
9373,-7.0,Second Moving
9374,0.0,Second Moving
9375,0.0,Second Moving
9376,-1.0,Second Moving
9377,-2.0,Second Moving
9378,-3.0,Second Moving
9379,0.0,Second Moving
9380,2.0,Second Moving
9381,-2.0,Second Moving
9382,-3.0,Second Moving
9383,-2.0,Second Moving
9384,2.0,Second Moving
9385,-4.0,Second Moving
9386,-2.0,Second Moving
9387,-2.0,Second Moving
9388,0.0,Second Moving
9389,-1.0,Second Moving
9390,2.0,Second Moving
9391,-4.0,Second Moving
9392,-6.0,Second Moving
9393,2.0,Second Moving
9394,-3.0,Second Moving
9395,0.0,Second Moving
9396,2.0,Second Moving
9397,0.0,Second Moving
9398,0.0,Second Moving
9399,0.0,Second Moving
9400,-2.0,Second Moving
9401,-1.0,Second Moving
9402,-4.0,Second Moving
9403,2.0,Second Moving
9404,-7.0,Second Moving
9405,-3.0,Second Moving
9406,2.0,Second Moving
9407,-2.0,Second Moving
9408,0.0,Second Moving
9409,-1.0,Second Moving
9410,-2.0,Second Moving
9411,0.0,Second Moving
9412,-2.0,Second Moving
9413,-2.0,Second Moving
9414,-2.0,Second Moving
9415,-2.0,Second Moving
9416,0.0,Second Moving
9417,2.0,Second Moving
9418,-4.0,Second Moving
9419,0.0,Second Moving
9420,-3.0,Second Moving
9421,0.0,Second Moving
9422,2.0,Second Moving
9423,2.0,Second Moving
9424,4.0,Second Moving
9425,-1.0,Second Moving
9426,-4.0,Second Moving
9427,-1.0,Second Moving
9428,-2.0,Second Moving
9429,4.0,Second Moving
9430,-3.0,Second Moving
9431,-1.0,Second Moving
9432,2.0,Second Moving
9433,2.0,Second Moving
9434,-1.0,Second Moving
9435,-4.0,Second Moving
9436,-1.0,Second Moving
9437,-1.0,Second Moving
9438,-6.0,Second Moving
9439,0.0,Second Moving
9440,4.0,Second Moving
9441,-2.0,Second Moving
9442,2.0,Second Moving
9443,-1.0,Second Moving
9444,-1.0,Second Moving
9445,2.0,Second Moving
9446,0.0,Second Moving
9447,0.0,Second Moving
9448,0.0,Second Moving
9449,0.0,Second Moving
9450,0.0,Second Moving
9451,0.0,Second Moving
9452,0.0,Second Moving
9453,2.0,Second Moving
9454,-2.0,Second Moving
9455,-2.0,Second Moving
9456,-1.0,Second Moving
9457,-3.0,Second Moving
9458,0.0,Second Moving
9459,0.0,Second Moving
9460,-2.0,Second Moving
9461,-2.0,Second Moving
9462,0.0,Second Moving
9463,0.0,Second Moving
9464,2.0,Second Moving
9465,2.0,Second Moving
9466,-5.0,Second Moving
9467,-4.0,Second Moving
9468,-2.0,Second Moving
9469,-5.0,Second Moving
9470,-4.0,Second Moving
9471,0.0,Second Moving
9472,0.0,Second Moving
9473,0.0,Second Moving
9474,-4.0,Second Moving
9475,4.0,Second Moving
9476,-2.0,Second Moving
9477,-4.0,Second Moving
9478,-4.0,Second Moving
9479,-4.0,Second Moving
9480,0.0,Second Moving
9481,-2.0,Second Moving
9482,-3.0,Second Moving
9483,2.0,Second Moving
9484,-5.0,Second Moving
9485,-3.0,Second Moving
9486,-2.0,Second Moving
9487,-2.0,Second Moving
9488,-4.0,Second Moving
9489,-6.0,Second Moving
9490,-5.0,Second Moving
9491,-1.0,Second Moving
9492,-1.0,Second Moving
9493,0.0,Second Moving
9494,0.0,Second Moving
9495,0.0,Second Moving
9496,-4.0,Second Moving
9497,-5.0,Second Moving
9498,-3.0,Second Moving
9499,-2.0,Second Moving
9500,0.0,Second Moving
9501,-7.0,Second Moving
9502,-1.0,Second Moving
9503,0.0,Second Moving
9504,-1.0,Second Moving
9505,-4.0,Second Moving
9506,0.0,Second Moving
9507,-4.0,Second Moving
9508,0.0,Second Moving
9509,2.0,Second Moving
9510,-4.0,Second Moving
9511,-4.0,Second Moving
9512,-2.0,Second Moving
9513,-7.0,Second Moving
9514,-1.0,Second Moving
9515,-1.0,Second Moving
9516,-2.0,Second Moving
9517,-2.0,Second Moving
9518,0.0,Second Moving
9519,-2.0,Second Moving
9520,-4.0,Second Moving
9521,-2.0,Second Moving
9522,0.0,Second Moving
9523,-4.0,Second Moving
9524,0.0,Second Moving
9525,0.0,Second Moving
9526,-3.0,Second Moving
9527,-1.0,Second Moving
9528,-7.0,Second Moving
9529,0.0,Second Moving
9530,4.0,Second Moving
9531,0.0,Second Moving
9532,0.0,Second Moving
9533,-4.0,Second Moving
9534,0.0,Second Moving
9535,0.0,Second Moving
9536,-4.0,Second Moving
9537,-3.0,Second Moving
9538,4.0,Second Moving
9539,0.0,Second Moving
9540,-2.0,Second Moving
9541,-7.0,Second Moving
9542,0.0,Second Moving
9543,-4.0,Second Moving
9544,4.0,Second Moving
9545,-2.0,Second Moving
9546,-2.0,Second Moving
9547,2.0,Second Moving
9548,-2.0,Second Moving
9549,2.0,Second Moving
9550,-2.0,Second Moving
9551,0.0,Second Moving
9552,4.0,Second Moving
9553,-2.0,Second Moving
9554,0.0,Second Moving
9555,-4.0,Second Moving
9556,-1.0,Second Moving
9557,-3.0,Second Moving
9558,0.0,Second Moving
9559,-1.0,Second Moving
9560,0.0,Second Moving
9561,-4.0,Second Moving
9562,2.0,Second Moving
9563,-4.0,Second Moving
9564,0.0,Second Moving
9565,0.0,Second Moving
9566,0.0,Second Moving
9567,-2.0,Second Moving
9568,-3.0,Second Moving
9569,-5.0,Second Moving
9570,4.0,Second Moving
9571,0.0,Second Moving
9572,-5.0,Second Moving
9573,0.0,Second Moving
9574,-2.0,Second Moving
9575,0.0,Second Moving
9576,-2.0,Second Moving
9577,-1.0,Second Moving
9578,-2.0,Second Moving
9579,-2.0,Second Moving
9580,2.0,Second Moving
9581,-2.0,Second Moving
9582,0.0,Second Moving
9583,0.0,Second Moving
9584,-4.0,Second Moving
9585,-4.0,Second Moving
9586,-1.0,Second Moving
9587,-4.0,Second Moving
9588,-2.0,Second Moving
9589,-7.0,Second Moving
9590,0.0,Second Moving
9591,4.0,Second Moving
9592,-2.0,Second Moving
9593,-4.0,Second Moving
9594,-2.0,Second Moving
9595,-2.0,Second Moving
9596,-4.0,Second Moving
9597,-2.0,Second Moving
9598,-4.0,Second Moving
9599,-3.0,Second Moving
9600,0.0,Second Moving
9601,-2.0,Second Moving
9602,-7.0,Second Moving
9603,-1.0,Second Moving
9604,2.0,Second Moving
9605,-2.0,Second Moving
9606,-4.0,Second Moving
9607,-2.0,Second Moving
9608,0.0,Second Moving
9609,2.0,Second Moving
9610,0.0,Second Moving
9611,-2.0,Second Moving
9612,-1.0,Second Moving
9613,-6.0,Second Moving
9614,0.0,Second Moving
9615,-4.0,Second Moving
9616,-1.0,Second Moving
9617,0.0,Second Moving
9618,-4.0,Second Moving
9619,-3.0,Second Moving
9620,-1.0,Second Moving
9621,0.0,Second Moving
9622,-4.0,Second Moving
9623,-2.0,Second Moving
9624,-6.0,Second Moving
9625,0.0,Second Moving
9626,-4.0,Second Moving
9627,-2.0,Second Moving
9628,0.0,Second Moving
9629,0.0,Second Moving
9630,4.0,Second Moving
9631,-1.0,Second Moving
9632,-1.0,Second Moving
9633,-4.0,Second Moving
9634,-2.0,Second Moving
9635,0.0,Second Moving
9636,-6.0,Second Moving
9637,-2.0,Second Moving
9638,-1.0,Second Moving
9639,-3.0,Second Moving
9640,4.0,Second Moving
9641,-5.0,Second Moving
9642,-2.0,Second Moving
9643,-2.0,Second Moving
9644,0.0,Second Moving
9645,-1.0,Second Moving
9646,-2.0,Second Moving
9647,-1.0,Second Moving
9648,-4.0,Second Moving
9649,0.0,Second Moving
9650,-2.0,Second Moving
9651,-2.0,Second Moving
9652,0.0,Second Moving
9653,2.0,Second Moving
9654,0.0,Second Moving
9655,-4.0,Second Moving
9656,-6.0,Second Moving
9657,0.0,Second Moving
9658,-4.0,Second Moving
9659,4.0,Second Moving
9660,0.0,Second Moving
9661,-1.0,Second Moving
9662,-4.0,Second Moving
9663,0.0,Second Moving
9664,-4.0,Second Moving
9665,-6.0,Second Moving
9666,0.0,Second Moving
9667,-3.0,Second Moving
9668,-4.0,Second Moving
9669,-2.0,Second Moving
9670,-2.0,Second Moving
9671,-2.0,Second Moving
9672,-2.0,Second Moving
9673,0.0,Second Moving
9674,0.0,Second Moving
9675,0.0,Second Moving
9676,-4.0,Second Moving
9677,-4.0,Second Moving
9678,-2.0,Second Moving
9679,0.0,Second Moving
9680,0.0,Second Moving
9681,-4.0,Second Moving
9682,4.0,Second Moving
9683,-1.0,Second Moving
9684,-2.0,Second Moving
9685,-3.0,Second Moving
9686,0.0,Second Moving
9687,-3.0,Second Moving
9688,-2.0,Second Moving
9689,-2.0,Second Moving
9690,0.0,Second Moving
9691,4.0,Second Moving
9692,-6.0,Second Moving
9693,-2.0,Second Moving
9694,4.0,Second Moving
9695,-3.0,Second Moving
9696,-4.0,Second Moving
9697,0.0,Second Moving
9698,-4.0,Second Moving
9699,4.0,Second Moving
9700,-1.0,Second Moving
9701,-2.0,Second Moving
9702,0.0,Second Moving
9703,-2.0,Second Moving
9704,-2.0,Second Moving
9705,-4.0,Second Moving
9706,0.0,Second Moving
9707,-2.0,Second Moving
9708,-1.0,Second Moving
9709,0.0,Second Moving
9710,0.0,Second Moving
9711,0.0,Second Moving
9712,-4.0,Second Moving
9713,-3.0,Second Moving
9714,-2.0,Second Moving
9715,-3.0,Second Moving
9716,-7.0,Second Moving
9717,0.0,Second Moving
9718,-2.0,Second Moving
9719,-7.0,Second Moving
9720,0.0,Second Moving
9721,-2.0,Second Moving
9722,-2.0,Second Moving
9723,4.0,Second Moving
9724,0.0,Second Moving
9725,-2.0,Second Moving
9726,0.0,Second Moving
9727,0.0,Second Moving
9728,0.0,Second Moving
9729,4.0,Second Moving
9730,0.0,Second Moving
9731,-1.0,Second Moving
9732,-3.0,Second Moving
9733,-4.0,Second Moving
9734,2.0,Second Moving
9735,-2.0,Second Moving
9736,-4.0,Second Moving
9737,-2.0,Second Moving
9738,-2.0,Second Moving
9739,-1.0,Second Moving
9740,0.0,Second Moving
9741,2.0,Second Moving
9742,0.0,Second Moving
9743,-4.0,Second Moving
9744,4.0,Second Moving
9745,-3.0,Second Moving
9746,-7.0,Second Moving
9747,4.0,Second Moving
9748,-1.0,Second Moving
9749,-5.0,Second Moving
9750,0.0,Second Moving
9751,-2.0,Second Moving
9752,-4.0,Second Moving
9753,2.0,Second Moving
9754,-6.0,Second Moving
9755,-2.0,Second Moving
9756,-4.0,Second Moving
9757,2.0,Second Moving
9758,-2.0,Second Moving
9759,-1.0,Second Moving
9760,-2.0,Second Moving
9761,-2.0,Second Moving
9762,-3.0,Second Moving
9763,2.0,Second Moving
9764,-2.0,Second Moving
9765,0.0,Second Moving
9766,2.0,Second Moving
9767,-4.0,Second Moving
9768,-2.0,Second Moving
9769,-3.0,Second Moving
9770,-6.0,Second Moving
9771,-1.0,Second Moving
9772,-2.0,Second Moving
9773,-6.0,Second Moving
9774,2.0,Second Moving
9775,0.0,Second Moving
9776,-3.0,Second Moving
9777,-2.0,Second Moving
9778,-4.0,Second Moving
9779,-4.0,Second Moving
9780,4.0,Second Moving
9781,0.0,Second Moving
9782,-2.0,Second Moving
9783,0.0,Second Moving
9784,0.0,Second Moving
9785,-1.0,Second Moving
9786,0.0,Second Moving
9787,4.0,Second Moving
9788,-2.0,Second Moving
9789,0.0,Second Moving
9790,-2.0,Second Moving
9791,0.0,Second Moving
9792,0.0,Second Moving
9793,-2.0,Second Moving
9794,0.0,Second Moving
9795,-3.0,Second Moving
9796,-2.0,Second Moving
9797,-4.0,Second Moving
9798,-7.0,Second Moving
9799,-2.0,Second Moving
9800,0.0,Second Moving
9801,0.0,Second Moving
9802,-3.0,Second Moving
9803,-4.0,Second Moving
9804,0.0,Second Moving
9805,4.0,Second Moving
9806,-2.0,Second Moving
9807,-1.0,Second Moving
9808,-2.0,Second Moving
9809,-2.0,Second Moving
9810,-2.0,Second Moving
9811,0.0,Second Moving
9812,-2.0,Second Moving
9813,0.0,Second Moving
9814,-1.0,Second Moving
9815,-2.0,Second Moving
9816,-6.0,Second Moving
9817,-4.0,Second Moving
9818,-2.0,Second Moving
9819,0.0,Second Moving
9820,-7.0,Second Moving
9821,-2.0,Second Moving
9822,-1.0,Second Moving
9823,-2.0,Second Moving
9824,-1.0,Second Moving
9825,4.0,Second Moving
9826,0.0,Second Moving
9827,-3.0,Second Moving
9828,2.0,Second Moving
9829,-4.0,Second Moving
9830,-2.0,Second Moving
9831,0.0,Second Moving
9832,0.0,Second Moving
9833,-3.0,Second Moving
9834,0.0,Second Moving
9835,2.0,Second Moving
9836,0.0,Second Moving
9837,0.0,Second Moving
9838,-6.0,Second Moving
9839,-1.0,Second Moving
9840,0.0,Second Moving
9841,-1.0,Second Moving
9842,-3.0,Second Moving
9843,-2.0,Second Moving
9844,2.0,Second Moving
9845,-2.0,Second Moving
9846,-2.0,Second Moving
9847,0.0,Second Moving
9848,4.0,Second Moving
9849,4.0,Second Moving
9850,-3.0,Second Moving
9851,-2.0,Second Moving
9852,-4.0,Second Moving
9853,-3.0,Second Moving
9854,-3.0,Second Moving
9855,0.0,Second Moving
9856,0.0,Second Moving
9857,-2.0,Second Moving
9858,-2.0,Second Moving
9859,0.0,Second Moving
9860,-2.0,Second Moving
9861,-2.0,Second Moving
9862,-2.0,Second Moving
9863,2.0,Second Moving
9864,4.0,Second Moving
9865,-1.0,Second Moving
9866,2.0,Second Moving
9867,-2.0,Second Moving
9868,0.0,Second Moving
9869,0.0,Second Moving
9870,-4.0,Second Moving
9871,-2.0,Second Moving
9872,0.0,Second Moving
9873,-5.0,Second Moving
9874,-4.0,Second Moving
9875,0.0,Second Moving
9876,-4.0,Second Moving
9877,4.0,Second Moving
9878,-1.0,Second Moving
9879,4.0,Second Moving
9880,0.0,Second Moving
9881,2.0,Second Moving
9882,0.0,Second Moving
9883,0.0,Second Moving
9884,0.0,Second Moving
9885,0.0,Second Moving
9886,-6.0,Second Moving
9887,-2.0,Second Moving
9888,-3.0,Second Moving
9889,-2.0,Second Moving
9890,2.0,Second Moving
9891,-2.0,Second Moving
9892,-2.0,Second Moving
9893,0.0,Second Moving
9894,0.0,Second Moving
9895,-3.0,Second Moving
9896,-1.0,Second Moving
9897,0.0,Second Moving
9898,-2.0,Second Moving
9899,-2.0,Second Moving
9900,-2.0,Second Moving
9901,0.0,Second Moving
9902,-6.0,Second Moving
9903,4.0,Second Moving
9904,-3.0,Second Moving
9905,0.0,Second Moving
9906,-3.0,Second Moving
9907,4.0,Second Moving
9908,-4.0,Second Moving
9909,-7.0,Second Moving
9910,0.0,Second Moving
9911,-1.0,Second Moving
9912,-2.0,Second Moving
9913,0.0,Second Moving
9914,4.0,Second Moving
9915,-4.0,Second Moving
9916,-3.0,Second Moving
9917,-2.0,Second Moving
9918,-2.0,Second Moving
9919,-4.0,Second Moving
9920,-1.0,Second Moving
9921,-4.0,Second Moving
9922,0.0,Second Moving
9923,-4.0,Second Moving
9924,-2.0,Second Moving
9925,-3.0,Second Moving
